ID,Year_Birth,Education,Marital_Status,Income,Dt_Customer,Last_Purchase,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Childrens,Total_Spent,Total_Purchases,Family_Size,Age,Customer_For_Months
988,1965,Graduation,Couple,81168,07/05/2014,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,3,11,0,0,1193,18,2,51,139
7930,1969,Master,Single,26877,19/08/2013,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,3,11,0,0,268,12,1,47,148
4587,1944,Master,Single,45006,18/07/2013,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,3,11,0,0,266,12,1,72,149
6682,1973,Highschool,Couple,18978,11/12/2012,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,3,11,0,1,37,5,3,43,156
10299,1969,PhD,Single,48240,09/11/2012,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,3,11,1,0,882,25,1,47,157
3083,1974,Graduation,Couple,45837,26/07/2013,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,3,11,0,2,373,18,4,42,149
8953,1965,Master,Single,35791,06/05/2013,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0,3,35,6,4,51,151
1503,1976,PhD,Couple,162397,03/06/2013,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,3,11,0,2,107,1,4,40,150
8650,1978,Graduation,Single,54162,18/03/2013,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,3,11,0,2,42,5,3,38,153
10862,1960,Master,Couple,30522,17/08/2012,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,3,11,0,1,326,17,3,56,160
2782,1961,PhD,Couple,54456,11/07/2013,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,3,11,0,1,404,17,3,55,149
6941,1971,Graduation,Single,31632,14/07/2013,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,3,11,0,0,95,6,1,45,149
10972,1949,Graduation,Single,72298,10/03/2014,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,3,11,0,0,939,14,1,67,141
10708,1978,2n Cycle,Single,36975,28/12/2013,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1,33,5,2,38,143
6583,1955,2n Cycle,Couple,72635,03/06/2013,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,3,11,0,0,981,21,2,61,150
3641,1976,Graduation,Couple,13624,20/01/2013,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,1,36,7,3,40,155
10156,1975,Graduation,Single,84196,03/06/2013,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,3,11,0,1,1237,20,2,41,150
4299,1960,Graduation,Couple,70971,21/09/2012,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,3,11,1,1,1825,34,3,56,159
3469,1977,PhD,Single,34487,06/09/2012,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,3,11,0,2,103,9,3,39,159
5063,1977,Graduation,Single,28769,18/12/2012,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,3,11,0,1,191,12,2,39,156
10727,1970,PhD,Couple,69084,19/11/2013,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,3,11,0,1,1586,25,3,46,145
9624,1958,PhD,Couple,65488,13/06/2014,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,3,11,0,0,963,14,2,58,138
4376,1960,2n Cycle,Single,32218,15/02/2014,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,3,11,1,0,93,7,1,56,142
8923,1973,Graduation,Single,83917,18/04/2013,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,3,11,1,0,1587,21,1,43,152
8461,1962,Graduation,Single,46102,10/03/2014,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,3,16,4,4,54,141
6945,1952,Graduation,Single,84574,04/06/2013,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,3,11,0,0,1375,32,1,64,150
944,1962,Graduation,Couple,56181,08/01/2013,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,3,11,0,1,393,14,3,54,155
1907,1950,Master,Single,63120,28/09/2012,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,3,11,1,1,1477,26,2,66,159
701,1971,Graduation,Couple,73691,06/11/2013,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,3,11,0,1,1179,18,3,45,145
4149,1948,PhD,Couple,76140,13/05/2014,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,3,11,0,0,1348,21,2,68,139
2131,1959,PhD,Single,62859,30/12/2012,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,3,11,0,1,1307,23,2,57,156
2942,1964,Graduation,Single,45906,07/05/2013,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,3,11,0,1,486,15,2,52,151
1173,1947,Master,Couple,77632,10/03/2013,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,3,11,1,0,2252,13,2,69,153
4381,1971,PhD,Couple,46463,18/08/2013,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,3,11,0,2,235,17,4,45,148
4611,1970,Graduation,Couple,105471,21/01/2013,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,3,11,1,0,1724,30,2,46,155
3376,1970,Master,Single,55282,13/12/2013,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,3,11,0,1,235,11,2,46,144
4679,1977,Master,Couple,78710,23/05/2014,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,3,11,0,1,1092,28,3,39,139
10928,1958,Graduation,Couple,66886,16/09/2013,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,3,11,0,1,599,17,3,58,147
4248,1960,Master,Single,98777,17/02/2014,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,0,2008,19,1,56,142
6728,1985,Graduation,Couple,29103,27/08/2012,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,3,11,0,1,48,6,3,31,160
6661,1974,Graduation,Couple,67445,12/08/2012,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,3,11,0,1,1174,32,3,42,160
4725,1950,PhD,Couple,50616,13/04/2014,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,3,11,0,1,67,7,3,66,140
3277,1955,Graduation,Single,49431,03/08/2012,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,3,11,0,1,365,15,2,61,160
5555,1975,Graduation,Single,153924,07/02/2014,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,6,0,1,41,142
2564,1953,Graduation,Couple,61278,04/01/2014,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,3,11,0,1,165,10,3,63,143
3867,1947,PhD,Couple,73059,31/08/2013,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,3,11,0,1,1095,26,3,69,147
6940,1966,PhD,Single,46734,21/10/2013,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,3,11,0,3,223,12,4,50,146
55,1963,Graduation,Couple,56253,07/12/2012,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,3,11,0,1,597,22,3,53,156
5084,1975,Graduation,Single,58330,25/12/2013,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,1,1064,24,2,41,144
1777,1980,Highschool,Couple,25965,07/09/2012,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,3,11,0,0,74,6,2,36,159
8162,1956,Master,Couple,14661,01/01/2013,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,0,26,5,2,60,155
10826,1959,Graduation,Couple,18690,28/12/2012,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,0,60,5,2,57,156
8754,1974,PhD,Couple,45068,16/05/2013,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,1,20,4,3,42,151
1987,1987,Highschool,Single,21063,25/09/2013,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,1,59,7,2,29,147
11007,1968,PhD,Couple,29187,09/05/2013,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,1,34,5,3,48,151
7426,1971,2n Cycle,Couple,54690,07/11/2013,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,0,2,198,12,4,45,145
9153,1964,PhD,Couple,59304,29/07/2013,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,3,11,0,1,1048,28,3,52,148
10379,1962,Master,Single,59247,08/11/2013,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,3,11,0,2,574,21,3,54,145
9204,1970,Graduation,Single,66731,12/09/2012,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,3,11,0,1,1029,17,2,46,159
3197,1980,Graduation,Couple,77353,16/12/2013,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,3,11,0,1,670,20,3,36,144
6961,1974,Graduation,Couple,26751,22/05/2014,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2,11,4,4,42,139
4673,1963,PhD,Couple,81300,30/10/2012,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,3,11,1,1,1241,21,3,53,158
9937,1979,Graduation,Single,70337,02/01/2014,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,3,11,0,0,576,17,1,37,143
8779,1985,2n Cycle,Couple,36145,16/06/2013,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,3,11,1,1,172,12,3,31,150
9596,1980,PhD,Single,65295,23/12/2013,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,3,11,0,0,664,20,1,36,144
2891,1963,Graduation,Single,68118,18/10/2013,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,1,928,23,2,53,146
4910,1967,Graduation,Single,68743,30/08/2012,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,3,11,0,0,2074,30,1,49,160
75,1982,2n Cycle,Couple,41039,25/07/2013,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,3,11,0,0,467,15,2,34,149
10120,1955,Graduation,Couple,38946,24/10/2013,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,3,11,0,1,257,12,3,61,146
6327,1967,Graduation,Couple,65777,19/12/2013,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,0,1146,17,2,49,144
10142,1976,PhD,Single,66476,07/03/2013,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,3,11,0,1,689,20,2,40,153
9826,1972,PhD,Single,86857,12/09/2012,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,3,11,1,0,2114,22,1,44,159
1501,1982,PhD,Couple,160803,04/08/2012,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,3,11,0,0,1717,44,2,34,160
10767,1989,PhD,Couple,77845,16/05/2014,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,3,11,0,0,1346,21,2,27,139
7279,1969,PhD,Couple,69476,30/09/2013,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,3,11,0,0,1044,15,2,47,146
7230,1960,PhD,Single,50611,04/10/2012,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,1,1,493,22,2,56,158
143,1970,Graduation,Single,61209,25/08/2013,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,3,11,0,0,957,13,1,46,148
450,1958,Master,Couple,42315,12/07/2013,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,3,11,0,1,270,12,3,58,149
9316,1952,Highschool,Couple,13084,02/11/2013,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0,0,29,5,2,64,145
6379,1949,Master,Single,47570,29/05/2013,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,3,11,1,2,121,9,3,67,151
9239,1961,Master,Couple,61923,26/07/2013,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,3,11,0,2,126,8,4,55,149
8315,1995,Graduation,Single,34824,26/03/2014,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,0,23,4,1,21,140
2868,1949,PhD,Single,26518,08/04/2013,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,3,11,1,2,57,8,3,67,152
10888,1961,Graduation,Single,45938,03/11/2013,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,3,11,0,0,636,20,1,55,145
1277,1960,Graduation,Couple,78468,09/04/2014,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,3,11,0,0,1004,28,2,56,140
9977,1973,Graduation,Single,78901,17/09/2013,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,3,11,0,1,734,20,2,43,147
10196,1978,Graduation,Couple,71427,12/03/2014,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,3,11,0,2,614,20,4,38,141
6384,1978,Graduation,Single,71022,11/02/2014,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,3,11,0,1,1453,21,2,38,142
8029,1988,Master,Single,90247,29/04/2014,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,3,11,1,0,1621,15,1,28,139
968,1968,Master,Single,41335,26/12/2013,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0,1,187,12,2,48,143
4472,1970,PhD,Single,35682,27/06/2014,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,3,11,0,1,57,6,2,46,137
6991,1951,Graduation,Single,43185,10/04/2013,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,3,11,0,1,637,20,2,65,152
3336,1948,PhD,Couple,66375,21/11/2013,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,3,11,0,1,948,14,3,68,145
1940,1986,Graduation,Couple,25252,12/07/2013,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,3,11,0,1,18,4,3,30,149
1272,1965,Master,Single,55250,21/10/2012,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,3,11,0,1,903,26,2,51,158
1388,1975,Graduation,Single,33249,20/02/2013,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,1,112,8,2,41,154
1044,1953,Graduation,Couple,58398,14/05/2013,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,3,11,0,0,596,20,2,63,151
6969,1982,Graduation,Couple,50272,07/08/2013,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,3,11,0,1,233,13,3,34,148
10479,1975,PhD,Couple,76618,07/12/2012,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,3,11,0,0,1511,11,2,41,156
3619,1960,2n Cycle,Single,87305,23/09/2012,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,3,11,1,0,1152,17,1,56,159
1715,1978,Graduation,Couple,25851,11/02/2013,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0,1,48,7,3,38,154
10159,1970,Graduation,Single,58710,31/03/2013,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,3,11,0,1,1185,31,2,46,152
1463,1958,Graduation,Single,45160,29/03/2014,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2,21,4,3,58,140
5114,1965,Master,Couple,74806,19/12/2012,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,3,11,0,1,965,16,3,51,156
4990,1954,Graduation,Couple,59111,02/05/2013,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,3,11,0,0,869,21,2,62,151
4329,1984,PhD,Couple,18988,23/05/2014,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,1,16,6,3,32,139
10936,1965,Graduation,Couple,72190,13/02/2013,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,3,11,0,0,1947,16,2,51,154
4692,1976,Graduation,Couple,7500,01/08/2012,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,3,11,1,1,71,12,3,40,161
6086,1955,Graduation,Couple,80395,23/11/2013,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,3,11,0,0,1380,24,2,61,145
437,1976,Master,Single,75012,25/01/2014,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,3,11,0,0,1027,23,1,40,142
11171,1965,Master,Couple,56962,11/10/2013,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,0,3,411,21,5,51,146
11101,1991,Graduation,Couple,89891,15/04/2013,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,3,11,0,0,836,26,2,25,152
5329,1949,PhD,Single,35946,27/09/2013,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,3,11,0,2,11,4,3,67,146
610,1953,PhD,Couple,53593,07/08/2012,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,3,11,0,2,480,23,4,63,160
5956,1948,PhD,Single,45072,16/10/2013,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,3,11,0,3,284,16,4,68,146
10430,1973,Graduation,Single,89694,09/10/2013,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,3,11,0,2,1472,14,3,43,146
7875,1949,Graduation,Couple,72025,29/04/2014,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,3,11,1,0,1677,26,2,67,139
7072,1973,Graduation,Couple,67432,29/03/2013,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,3,11,0,1,1335,19,3,43,153
6255,1952,Master,Couple,70545,03/06/2014,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,3,11,0,1,334,13,3,64,138
6516,1989,Highschool,Couple,17487,18/03/2013,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,3,11,0,1,18,4,3,27,153
5564,1969,Graduation,Couple,62882,09/08/2012,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,3,11,0,1,1338,20,3,47,160
5682,1953,PhD,Single,64108,23/03/2013,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,3,11,0,1,1099,30,2,63,153
7458,1956,Master,Couple,34941,06/03/2013,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,3,11,0,2,97,8,4,60,153
5237,1950,PhD,Single,48767,01/01/2014,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,3,11,0,3,63,9,4,66,143
7761,1978,2n Cycle,Couple,38702,01/08/2013,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,3,11,0,1,109,9,3,38,148
5278,1964,Graduation,Couple,82224,25/01/2014,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,3,11,0,0,902,21,2,52,142
3560,1952,Graduation,Couple,83844,12/05/2013,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,3,11,0,0,1574,20,2,64,151
7235,1975,2n Cycle,Couple,17003,09/12/2013,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,3,11,0,1,38,9,3,41,144
10548,1995,Graduation,Single,71163,09/03/2014,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,3,11,0,0,960,24,1,21,141
2281,1970,Graduation,Single,33697,15/09/2013,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,3,11,0,1,28,4,2,46,147
4073,1954,2n Cycle,Couple,63564,29/01/2014,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,3,11,1,0,1215,28,2,62,142
6974,1972,PhD,Couple,83443,31/12/2013,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,3,11,0,0,1497,22,2,44,143
7938,1958,PhD,Couple,51518,03/10/2013,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,3,11,0,1,449,17,3,58,146
3667,1969,Graduation,Couple,80952,28/02/2013,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,3,11,1,0,1757,25,2,47,154
7723,1979,Graduation,Couple,75507,02/05/2014,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,3,11,0,0,1440,21,2,37,139
3870,1978,2n Cycle,Couple,63855,09/02/2013,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,3,11,0,0,1006,24,2,38,154
4012,1972,PhD,Couple,62220,11/08/2012,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,3,11,1,1,1226,23,3,44,160
5909,1964,Graduation,Couple,58512,19/09/2013,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,3,11,0,1,1171,20,3,52,147
10470,1979,Master,Couple,40662,15/03/2013,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,3,11,0,1,92,8,3,37,153
6488,1959,PhD,Couple,38829,06/04/2014,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,3,11,0,1,99,8,3,57,140
10270,1981,2n Cycle,Couple,35523,03/10/2013,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,3,11,0,1,66,8,3,35,146
6887,1967,Graduation,Single,79146,24/04/2014,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,3,11,0,2,564,19,3,49,140
6406,1988,Master,Couple,78285,28/10/2013,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,3,11,0,0,1427,21,2,28,145
7573,1978,PhD,Single,31626,10/05/2013,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,3,11,1,1,86,6,2,38,151
4508,1952,Graduation,Single,75127,22/05/2014,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,3,11,0,0,833,19,1,64,139
221,1955,Graduation,Couple,48726,27/04/2013,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,3,11,0,1,242,12,3,61,152
5331,1977,Graduation,Couple,74985,11/09/2012,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,3,11,0,0,1869,17,2,39,159
1911,1987,Graduation,Couple,67430,05/09/2012,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,3,11,0,0,1364,29,2,29,159
20,1965,2n Cycle,Couple,46891,01/09/2013,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,3,11,0,1,183,8,3,51,147
8786,1956,Master,Couple,62058,26/05/2013,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,3,11,0,1,450,18,3,60,151
10582,1979,Graduation,Couple,72063,03/07/2013,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,3,11,0,1,758,21,3,37,149
1915,1951,PhD,Couple,78939,12/12/2013,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,3,11,0,0,1507,20,2,65,144
8897,1965,Graduation,Single,42720,24/04/2013,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,3,11,1,2,654,25,3,51,152
2371,1972,Graduation,Couple,33622,13/04/2013,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,3,11,0,2,81,9,4,44,152
4303,1957,PhD,Couple,6835,08/12/2012,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,3,11,0,1,137,1,3,59,156
6825,1953,Graduation,Couple,41452,06/03/2013,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2,16,4,4,63,153
1072,1965,PhD,Single,40760,30/08/2013,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,3,11,0,1,93,8,2,51,147
4964,1958,PhD,Couple,74250,26/01/2014,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,3,11,0,0,1158,18,2,58,142
2461,1955,Master,Single,51124,18/12/2013,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,3,11,0,2,43,6,3,61,144
10736,1971,Graduation,Single,72258,12/09/2013,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,3,11,0,1,1525,22,2,45,147
3194,1974,PhD,Single,71466,05/04/2014,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,3,11,0,0,1230,19,1,42,140
10839,1976,Graduation,Couple,36283,14/04/2014,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,3,11,0,2,29,6,4,40,140
49,1970,Graduation,Single,20587,11/05/2014,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,3,11,0,1,25,5,2,46,139
4290,1972,Graduation,Couple,30467,19/03/2014,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,1,24,4,3,44,141
10219,1972,Graduation,Couple,31590,18/06/2013,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,3,11,0,1,38,5,3,44,150
4211,1986,Highschool,Couple,20425,29/10/2012,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,3,11,0,1,57,7,3,30,158
1135,1960,Master,Couple,17144,15/02/2014,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,3,11,0,2,47,12,4,56,142
6299,1968,PhD,Single,42564,02/01/2013,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,3,11,1,1,813,24,2,48,155
10846,1978,Master,Couple,43783,29/05/2014,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,3,11,0,1,629,22,3,38,138
347,1976,Graduation,Single,40780,08/09/2012,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,3,11,0,1,377,17,2,40,159
6543,1945,Master,Couple,62847,15/01/2013,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,3,11,0,0,1612,14,2,71,155
10446,1957,PhD,Couple,82017,07/11/2012,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,3,11,1,0,729,17,2,59,157
3479,1950,Graduation,Single,16813,19/07/2013,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,3,11,0,0,50,6,1,66,149
11075,1978,Graduation,Couple,51267,29/10/2013,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,3,11,0,2,270,15,4,38,145
4442,1961,Graduation,Single,46524,05/04/2013,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,3,11,0,1,177,9,2,55,152
